-0.144415188,-0.247427198,-0.269840017,-0.262578636,-0.15077705,-0.14370636,-0.27101828,-0.076668183,0.101706627,-0.125332976,0.34323032,-0.16952389,-0.35563678,-0.136108827,-0.083816832,0.210537425,0.211487348,-0.3013129,-0.24420635,-0.261490919,0.109734015,-0.0823493,-0.066369745,-0.041010595,0.0900594,-0.112987834,0.295664192,0.19616335,-0.06391856,-0.12330948,0.072025775,-0.2213468,-0.102309733,-0.15161643,-0.101661745,-0.150036126,-0.055905891,-0.15414506,-0.188774491,-0.387027431,-0.233332321,-0.189296134,0.060504796
0.040937149,0.033957985,-0.081820127,-0.037547236,-0.21975185,-0.01604983,-0.15619738,0.130010538,0.167675185,-0.004665187,0.417908976,-0.06491674,-0.18029998,0.062214073,0.064192614,0.152583225,0.100216211,-0.0253315,0.060768441,-0.103189546,0.047699367,-0.0373469,0.000322065,-0.024984504,0.108415,-0.049673284,0.369333685,0.26249615,0.087684625,0.00033885,-0.023855065,-0.1099963,0.084673508,0.00733137,0.068341945,0.002967694,-0.018220798,-0.01548187,0.015241385,-0.267025064,-0.061993508,-0.004315795,0.275347071
0.098912434,0.174916264,0.065180546,0.082749985,-0.32261265,0.10529771,0.11713039,0.19500987,0.320665617,0.095665338,0.56057679,0.1144287,-0.0360061,0.067933008,0.076862885,0.119343465,0.101217662,0.0383506,0.08744896,-0.080484961,0.2177217,-0.0003381,0.131969015,0.136693912,0.0769842,0.051666443,0.498350726,0.38449965,0.058017379,0.10734088,-0.022899565,0.0680184,0.050666837,0.10433003,0.089666535,0.106960924,0.094419132,-0.01280285,0.093207492,-0.202701313,0,0.108348838,0.068674559
0.100259396,0.196253255,0.120515339,0.129425865,-0.32775595,0.08332166,0.09368742,0.234338371,0.338352685,0.132338867,0.611234706,0.15609065,0.01569496,0.102266876,0.129854804,0.100482375,-0.002566926,-0.0123211,0.121782073,-0.025166923,0.187693663,0.0086612,0.156961125,0.181036999,0.2527139,0.085015198,0.537674316,0.44448615,0.122069168,0.10599998,-0.111328055,0.1390151,0.05234246,0.15535628,0.125009085,0.150966247,0.107438396,0.08151419,0.118891351,-0.198373518,0.028330643,0.146699081,0.026637451
0.058604523,0.086211531,-0.038486345,0.037079015,-0.13714935,-0.01238607,-0.02835445,0.1463159,0.17532456,-0.054341459,0.093878664,0.03711026,-0.0420397,0.035894533,0.097263311,0.117483585,0.053978636,0.0364176,0.076154698,-0.138793804,0.16898075,-0.0159947,0.006577535,-0.010967466,0.120375,-0.006261105,0.003074265,0.27650375,0.097302504,0.03000472,-0.138174825,-0.0208296,0.137070217,0.06161208,0.089680245,0.069632424,-0.022873213,-0.01278222,0.0285656,-0.231363143,-0.029315742,0.072672797,0.084635255
-0.103777295,-0.018035702,-0.224156651,-0.106977136,-0.19621875,-0.10797969,-0.05788297,-0.007680356,-0.097322623,-0.222675999,-0.015107574,-0.13328612,-0.12978766,-0.075802224,-0.05710856,0.152136955,0.077689971,-0.0369533,-0.004228553,-0.278166358,0.003444049,-0.0793415,-0.154030245,-0.159969691,-0.043591,-0.160661481,-0.087575671,0.09150385,0.066689807,-0.15869987,-0.169316845,-0.1383148,0.034340543,-0.00572249,-0.032624395,-0.111434795,-0.178677461,-0.10908974,-0.103131747,-0.314793998,-0.154325178,-0.127607871,0.092567412
-0.053072396,0.020600463,-0.025463446,-0.020574876,-0.28255645,-0.05757796,-0.00720402,0.052319255,0.059700492,-0.109340403,0.050938892,-0.04823648,-0.10828832,-0.03077559,-0.017152392,0.152757025,0.052126379,-0.0173251,0.048761228,-0.191820748,0.088083234,-0.0763504,-0.050630495,-0.018306089,-0.039965,-0.038660811,-0.002987474,0.14416075,0.009684609,-0.0506658,-0.170573965,-0.02664,0.032340977,0.01631147,0.016697035,-0.025380422,-0.081905796,-0.02613861,-0.055130001,-0.24870474,-0.11532317,0.014781926,0.054699725
0.121386856,0.150714155,0.025864548,0.126816765,-0.46924335,0.04171342,0.04646614,0.15037115,0.289777695,0.002989,0.169658474,0.08989022,-0.17580681,0.151897713,0.095524174,0.070543135,-0.068312184,0.0571129,0.162451815,-0.077833877,0.24783998,0.0229781,0.095382775,0.114368725,0.0723799,0.081035873,0.122675055,0.30615055,0.103682135,0.09702034,-0.202977575,0.0518929,0.087444474,0.14370377,0.133996575,0.099634052,0.102771501,0.02386925,0.066574695,-0.02605976,0.005312328,0.087027354,-0.108181962
-0.079375048,0.004654222,-0.042152446,-0.051904166,-0.30668555,-0.11146945,-0.09586251,0.129297035,0.041672823,0.014997197,0.10262386,-0.01061715,-0.1286338,0.042226572,-0.045776185,0.058150395,-0.099298399,0.0210007,0.08910661,-0.17347958,0.112059052,-0.0209703,-0.054358125,-0.03563784,0.0240496,-0.058,-0.008002571,0.3679892,0.120372837,0.06798787,-0.204736425,-0.067923,0.086053058,-0.00933527,0.1238329,-0.074428409,0.01014299,-0.061523,-0.070776101,-0.112624361,-0.054639818,0.014678862,-0.060645145
0.114260721,0.191918313,0.097171708,0.116113165,-0.36649215,0.02917935,0.05652188,0.212648771,0.233678561,0.070998094,0.174242496,0.08975123,0.01232181,0.138208174,0.111845273,0.123815675,0.055355328,0.0370216,0.137135892,-0.034157133,0.24074551,0.0546612,0.194969825,0.204030747,0.2760297,0.136009834,0.172990066,0.42982785,0.094337126,0.06867048,-0.074036655,0.1310007,0.084661641,0.1833215,0.113669225,0.143967231,0.183421835,0.10716762,0.081497896,-0.177027091,0.032998196,0.082020552,0.029667283
