0.975,0.95,0.93,0.855,0.61,0.53,0.305,0.05
0.985,0.966,0.94,0.89,0.715,0.64,0.445,0.04
0.98,0.962,0.9,0.77,0.55,0.295,0.16,0.025
0.99,0.97,0.96,0.84,0.775,0.35,0.22,0.03
0.975,0.96,0.84,0.82,0.56,0.435,0.245,0.01
0.92,0.945,0.86,0.85,0.725,0.485,0.38,0.04
0.945,0.9,0.83,0.82,0.375,0.07,0.02,0
1,1,0.975,0.9,0.575,0.315,0.16,0.05
0.98,0.945,0.85,0.715,0.64,0.205,0.125,0
0.995,0.98,0.915,0.845,0.715,0.425,0.16,0
0.95,0.92,0.86,0.355,0.175,0.125,0,0
0.993,0.955,0.892,0.49,0.295,0.22,0.07,0
